"","ensembl_gene_id","description","external_gene_name","chromosome_name","gene_biotype","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000024045","ENSMUSG00000024045","A kinase (PRKA) anchor protein 8 [Source:MGI Symbol;Acc:MGI:1928488]","Akap8","17","protein_coding",-0.113819954667226,6.76691891531116,-3.59001238817238,0.000609483904972723,0.0225554080596433,-0.88404203018419
"ENSMUSG00000037336","ENSMUSG00000037336","major facilitator superfamily domain containing 2B [Source:MGI Symbol;Acc:MGI:3583946]","Mfsd2b","12","protein_coding",-0.21521738874861,1.01378302571804,-3.5855074217545,0.000618429030213235,0.0227199041582867,-0.404407147334076
"ENSMUSG00000023952","ENSMUSG00000023952","GTP binding protein 2 [Source:MGI Symbol;Acc:MGI:1860138]","Gtpbp2","17","protein_coding",-0.102260253112789,6.70304364248263,-3.5854892928912,0.000618465277919419,0.0227199041582867,-0.898462962945133
"ENSMUSG00000031090","ENSMUSG00000031090","NAD synthetase 1 [Source:MGI Symbol;Acc:MGI:1926164]","Nadsyn1","7","protein_coding",-0.151592747370617,2.35010111627705,-3.58017685293599,0.000629174649768848,0.0230008494228149,-0.452641137535934
"ENSMUSG00000004360","ENSMUSG00000004360","RIKEN cDNA 9330159F19 gene [Source:MGI Symbol;Acc:MGI:3036239]","9330159F19Rik","10","protein_coding",-0.0968425596463227,6.12785373182199,-3.5791746976934,0.000631214555482223,0.0230194143109718,-0.917693057553521
"ENSMUSG00000091405","ENSMUSG00000091405","H4 clustered histone 14 [Source:MGI Symbol;Acc:MGI:2140113]","H4c14","3","protein_coding",-0.269571536401155,1.31980967501515,-3.57827171271739,0.000633057978903574,0.0230307412421942,-0.41729068211536
"ENSMUSG00000001065","ENSMUSG00000001065","zinc finger protein (C2H2 type) 276 [Source:MGI Symbol;Acc:MGI:1888495]","Zfp276","8","protein_coding",-0.13451793613987,4.36740723432849,-3.57609122546858,0.000637530505933266,0.023137429593351,-0.778111496441648
"ENSMUSG00000017667","ENSMUSG00000017667","zinc finger protein 334 [Source:MGI Symbol;Acc:MGI:2388656]","Zfp334","2","protein_coding",-0.0809862042604017,4.9279243351157,-3.57181223434103,0.000646394803091466,0.0234026070275886,-0.856491083134927
"ENSMUSG00000056718","ENSMUSG00000056718","predicted gene 13199 [Source:MGI Symbol;Acc:MGI:3649231]","Gm13199","2","protein_coding",-0.459992248435696,-1.15561503409704,-3.57007686705051,0.00065002302975251,0.023434183631794,-0.911958014644933
"ENSMUSG00000049516","ENSMUSG00000049516","SPT2 chromatin protein domain containing 1 [Source:MGI Symbol;Acc:MGI:2142062]","Spty2d1","7","protein_coding",-0.0876433952171052,4.38475611059261,-3.56522441406771,0.000660271264907847,0.0235752610518329,-0.792727118672916
"ENSMUSG00000020907","ENSMUSG00000020907","recoverin [Source:MGI Symbol;Acc:MGI:97883]","Rcvrn","11","protein_coding",-0.57887430977747,-1.8800500768109,-3.56118370299034,0.000668922033381096,0.0237698265444479,-1.25689117632046
"ENSMUSG00000001156","ENSMUSG00000001156","MAX dimerization protein 1 [Source:MGI Symbol;Acc:MGI:96908]","Mxd1","6","protein_coding",-0.0922188026980937,4.60110760079077,-3.56040192140481,0.000670608130837452,0.0237698265444479,-0.871339201871152
"ENSMUSG00000033730","ENSMUSG00000033730","early growth response 3 [Source:MGI Symbol;Acc:MGI:1306780]","Egr3","14","protein_coding",-0.209874726490672,7.13786097108941,-3.56079769857616,0.000671748602506581,0.0237698265444479,-0.956136330686884
"ENSMUSG00000027751","ENSMUSG00000027751","SPT20 SAGA complex component [Source:MGI Symbol;Acc:MGI:1929651]","Supt20","3","protein_coding",-0.0807384077229356,5.17500646909942,-3.55959262451223,0.00067235782238871,0.0237698265444479,-0.91368993839712
"ENSMUSG00000020137","ENSMUSG00000020137","THAP domain containing, apoptosis associated protein 2 [Source:MGI Symbol;Acc:MGI:1914066]","Thap2","10","protein_coding",-0.0879878984233553,4.09988314977099,-3.55823959013534,0.000675292754309486,0.0238175437406104,-0.778959655583874
"ENSMUSG00000043415","ENSMUSG00000043415","OTU domain containing 1 [Source:MGI Symbol;Acc:MGI:1918448]","Otud1","2","protein_coding",-0.197248087696895,4.07287478414664,-3.55716872618289,0.000678289264833595,0.0238659289151335,-0.832501022671372
"ENSMUSG00000029814","ENSMUSG00000029814","insulin-like growth factor 2 mRNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1890359]","Igf2bp3","6","protein_coding",-0.172660964954944,2.46440300833661,-3.55337066673733,0.000685955134298114,0.0239301639549634,-0.543817398845489
"ENSMUSG00000032621","ENSMUSG00000032621","splicing regulatory glutamine/lysine-rich protein 1 [Source:MGI Symbol;Acc:MGI:2145245]","Srek1","13","protein_coding",-0.11705459045224,6.42983548245452,-3.55314675663521,0.000686449295480148,0.0239301639549634,-0.997231607310676
"ENSMUSG00000002308","ENSMUSG00000002308","CD320 antigen [Source:MGI Symbol;Acc:MGI:1860083]","Cd320","17","protein_coding",-0.0992982664577506,3.5430543036056,-3.55022310338936,0.000692932783358931,0.0241002663656665,-0.713607832348713
"ENSMUSG00000027366","ENSMUSG00000027366","signal peptide peptidase like 2A [Source:MGI Symbol;Acc:MGI:1913802]","Sppl2a","2","protein_coding",-0.0992191257461483,5.4079771770335,-3.54450347978505,0.000705785073776444,0.0244161002331285,-0.983310831810235
"ENSMUSG00000052557","ENSMUSG00000052557","giant axonal neuropathy [Source:MGI Symbol;Acc:MGI:1890619]","Gan","8","protein_coding",-0.10526040857989,5.29808695703787,-3.54412403686967,0.000706645655862624,0.0244161002331285,-0.980413495006892
"ENSMUSG00000020697","ENSMUSG00000020697","ligase III, DNA, ATP-dependent [Source:MGI Symbol;Acc:MGI:109152]","Lig3","11","protein_coding",-0.0722562536759854,4.85723095045113,-3.54401692874677,0.000706888758829344,0.0244161002331285,-0.926236497090699
"ENSMUSG00000028878","ENSMUSG00000028878","family with sequence similarity 76, member A [Source:MGI Symbol;Acc:MGI:2385211]","Fam76a","4","protein_coding",-0.0796269529089964,5.51396904432646,-3.53648241275306,0.000724190412899536,0.0247797603039058,-1.01565464461722
"ENSMUSG00000043090","ENSMUSG00000043090","zinc finger protein 866 [Source:MGI Symbol;Acc:MGI:3584369]","Zfp866","8","protein_coding",-0.0843913893560799,4.60188725745374,-3.53561229478638,0.000726214165938405,0.0247797603039058,-0.921936590106728
"ENSMUSG00000046562","ENSMUSG00000046562","unc-119 lipid binding chaperone B [Source:MGI Symbol;Acc:MGI:2147162]","Unc119b","5","protein_coding",-0.0883125302877747,5.16306256462367,-3.53549939099363,0.000726477154779406,0.0247797603039058,-0.983043393324502
"ENSMUSG00000028792","ENSMUSG00000028792","adenylate kinase 2 [Source:MGI Symbol;Acc:MGI:87978]","Ak2","4","protein_coding",-0.0678486788171666,4.29022109970983,-3.53514091218351,0.000727312764993174,0.0247797603039058,-0.877375015131126
"ENSMUSG00000018727","ENSMUSG00000018727","cleavage and polyadenylation specific factor 4-like [Source:MGI Symbol;Acc:MGI:1277182]","Cpsf4l","11","protein_coding",-0.225409897279972,2.09579322853436,-3.53278813171072,0.000732819745657099,0.024910897462665,-0.559182993952756
"ENSMUSG00000041966","ENSMUSG00000041966","DDB1 and CUL4 associated factor 17 [Source:MGI Symbol;Acc:MGI:1923013]","Dcaf17","2","protein_coding",-0.103786506502694,3.97152230153525,-3.52538192794318,0.000750414300612171,0.0253940875376078,-0.862684770493676
"ENSMUSG00000036099","ENSMUSG00000036099","vezatin, adherens junctions transmembrane protein [Source:MGI Symbol;Acc:MGI:2143698]","Vezt","10","protein_coding",-0.0880838316385484,6.02740693411996,-3.52399462467362,0.000753754295729173,0.0254497939175973,-1.0829431602214
"ENSMUSG00000029267","ENSMUSG00000029267","metal response element binding transcription factor 2 [Source:MGI Symbol;Acc:MGI:105050]","Mtf2","5","protein_coding",-0.146590216168552,4.92594750044249,-3.5214214064363,0.000759986797687716,0.0255418266355848,-1.02322403279267
"ENSMUSG00000038418","ENSMUSG00000038418","early growth response 1 [Source:MGI Symbol;Acc:MGI:95295]","Egr1","18","protein_coding",-0.470744470493688,7.41242298904461,-3.51220968688838,0.000785004936164413,0.0261523263101337,-1.07524276665223
"ENSMUSG00000054594","ENSMUSG00000054594","osteoclast associated receptor [Source:MGI Symbol;Acc:MGI:2179720]","Oscar","7","protein_coding",-0.234961271787901,0.861921640720735,-3.50909014887528,0.00079053819724407,0.0262424136822453,-0.614940351104092
"ENSMUSG00000034832","ENSMUSG00000034832","tet methylcytosine dioxygenase 3 [Source:MGI Symbol;Acc:MGI:2446229]","Tet3","6","protein_coding",-0.108204745243216,6.48401998143942,-3.50882718137701,0.00079120222283242,0.0262424136822453,-1.1312756115377
"ENSMUSG00000024778","ENSMUSG00000024778","Fas (TNF receptor superfamily member 6) [Source:MGI Symbol;Acc:MGI:95484]","Fas","19","protein_coding",-0.424078642748995,0.461937670773384,-3.50453129478938,0.000802125022267777,0.02642992484424,-0.671411471273164
"ENSMUSG00000073940","ENSMUSG00000073940","hemoglobin, beta adult t chain [Source:MGI Symbol;Acc:MGI:5474850]","Hbb-bt","7","protein_coding",-0.700962736552115,1.78541977698949,-3.50544346532885,0.00080213282721953,0.02642992484424,-0.615196381299965
"ENSMUSG00000046556","ENSMUSG00000046556","zinc finger protein 319 [Source:MGI Symbol;Acc:MGI:1890618]","Zfp319","8","protein_coding",-0.0742454906880301,5.06453512313943,-3.50149448856355,0.000809932525307333,0.0265703847003115,-1.07704149390042
"ENSMUSG00000021919","ENSMUSG00000021919","choline acetyltransferase [Source:MGI Symbol;Acc:MGI:88392]","Chat","14","protein_coding",-0.75551339529144,-3.10847827713129,-3.50040325771938,0.000812755583231642,0.0266049077081818,-1.2120345030028
"ENSMUSG00000023235","ENSMUSG00000023235","chemokine (C-C motif) ligand 25 [Source:MGI Symbol;Acc:MGI:1099448]","Ccl25","8","protein_coding",-0.140783341286697,2.92845436352961,-3.49653913685044,0.000822827376309767,0.0268311532904321,-0.757073496208579
"ENSMUSG00000052372","ENSMUSG00000052372","interleukin 1 receptor accessory protein-like 1 [Source:MGI Symbol;Acc:MGI:2687319]","Il1rapl1","X","protein_coding",-0.191812624763171,3.58788662418707,-3.49550064996638,0.000825554278744054,0.0268311532904321,-0.929375025624275
"ENSMUSG00000004661","ENSMUSG00000004661","AT rich interactive domain 3B (BRIGHT-like) [Source:MGI Symbol;Acc:MGI:1930768]","Arid3b","9","protein_coding",-0.176123389253799,2.70792559345815,-3.49496651183124,0.000826960173717143,0.0268311532904321,-0.75356652011701
"ENSMUSG00000016495","ENSMUSG00000016495","plasminogen receptor, C-terminal lysine transmembrane protein [Source:MGI Symbol;Acc:MGI:1915009]","Plgrkt","19","protein_coding",-0.111039324351654,3.51556682026409,-3.49391826212812,0.000829725849270937,0.0268311532904321,-0.867912474717203
"ENSMUSG00000040250","ENSMUSG00000040250","integrator complex subunit 13 [Source:MGI Symbol;Acc:MGI:1918427]","Ints13","6","protein_coding",-0.091658377258705,4.8248350678819,-3.49148883061105,0.000836169329574309,0.0269024500575032,-1.08803634580659
"ENSMUSG00000031431","ENSMUSG00000031431","TSC22 domain family, member 3 [Source:MGI Symbol;Acc:MGI:1196284]","Tsc22d3","X","protein_coding",-0.26043918128025,5.81068619427977,-3.49072099792676,0.000840632868235722,0.026988266763337,-1.18042288988768
"ENSMUSG00000047632","ENSMUSG00000047632","fibroblast growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:1919764]","Fgfbp3","19","protein_coding",-0.314465598543012,2.8749052076476,-3.48799449534125,0.000846932471335709,0.0271325381275459,-0.783659512976992
"ENSMUSG00000032264","ENSMUSG00000032264","zw10 kinetochore protein [Source:MGI Symbol;Acc:MGI:1349478]","Zw10","9","protein_coding",-0.0952224899049003,4.28334262922516,-3.48092111833073,0.000864753254973564,0.0275273679152072,-1.04870259745085
"ENSMUSG00000051396","ENSMUSG00000051396","predicted gene 45902 [Source:MGI Symbol;Acc:MGI:5805017]","Gm45902","2","protein_coding",-0.182081918513553,2.48803613570992,-3.4796191831103,0.000868338132804439,0.0275779329548624,-0.733888398734927
"ENSMUSG00000026349","ENSMUSG00000026349","cyclin T2 [Source:MGI Symbol;Acc:MGI:1920199]","Ccnt2","1","protein_coding",-0.118608222489271,6.63031451795298,-3.47283452475238,0.000887248579953471,0.0279821867016667,-1.23779595163136
"ENSMUSG00000024539","ENSMUSG00000024539","protein tyrosine phosphatase, non-receptor type 2 [Source:MGI Symbol;Acc:MGI:97806]","Ptpn2","18","protein_coding",-0.100239141656126,4.06287901456127,-3.47244254530964,0.000888352948864892,0.0279821867016667,-1.03145567747704
"ENSMUSG00000079036","ENSMUSG00000079036","alkB homolog 1, histone H2A dioxygenase [Source:MGI Symbol;Acc:MGI:2384034]","Alkbh1","12","protein_coding",-0.115388628895279,3.93587883882104,-3.46909477568003,0.000897838174005723,0.0281492606896408,-1.00360730981501
"ENSMUSG00000020069","ENSMUSG00000020069","heterogeneous nuclear ribonucleoprotein H3 [Source:MGI Symbol;Acc:MGI:1926462]","Hnrnph3","10","protein_coding",-0.0910672743238754,5.2618185586125,-3.46863412366918,0.000899150817330088,0.0281492606896408,-1.20089970796837
"ENSMUSG00000022018","ENSMUSG00000022018","regulator of cell cycle [Source:MGI Symbol;Acc:MGI:1913464]","Rgcc","14","protein_coding",-0.14486252053987,4.01929738985441,-3.46827196587954,0.000900184073446034,0.0281492606896408,-1.0298266367671
"ENSMUSG00000021916","ENSMUSG00000021916","glycosyltransferase 8 domain containing 1 [Source:MGI Symbol;Acc:MGI:1923735]","Glt8d1","14","protein_coding",-0.100552888434708,4.91043847305654,-3.46793339859318,0.000901151041046072,0.0281492606896408,-1.14913707786042
"ENSMUSG00000049657","ENSMUSG00000049657","zinc finger and BTB domain containing 5 [Source:MGI Symbol;Acc:MGI:1924601]","Zbtb5","4","protein_coding",-0.108102625376993,3.59221568962767,-3.46236719190792,0.000917190095722655,0.0284726884054399,-0.955805440546553
"ENSMUSG00000066152","ENSMUSG00000066152","solute carrier family 31, member 2 [Source:MGI Symbol;Acc:MGI:1333844]","Slc31a2","4","protein_coding",-0.144024022000066,3.23721633775589,-3.46037251516181,0.000923003245351752,0.0285619274850904,-0.903576499547974
"ENSMUSG00000049515","ENSMUSG00000049515","espin-like [Source:MGI Symbol;Acc:MGI:2685402]","Espnl","1","protein_coding",-0.60417759567924,-2.75260092561488,-3.45826593954654,0.000929180353965726,0.0286672172861089,-1.28643625713472
"ENSMUSG00000020521","ENSMUSG00000020521","ring finger protein, transmembrane 1 [Source:MGI Symbol;Acc:MGI:1924142]","Rnft1","11","protein_coding",-0.13881330402882,3.87071718959567,-3.4558552823065,0.000936297115666895,0.0287874469044093,-1.03846202144445
"ENSMUSG00000021692","ENSMUSG00000021692","DIM1 dimethyladenosine transferase 1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913504]","Dimt1","13","protein_coding",-0.12548219745373,3.93089501361603,-3.45419135135638,0.000941239440085045,0.0287874469044093,-1.05065864334221
"ENSMUSG00000024006","ENSMUSG00000024006","serine/threonine kinase 38 [Source:MGI Symbol;Acc:MGI:2442572]","Stk38","17","protein_coding",-0.110964159643253,5.2703498150495,-3.4540263542765,0.000941730868960608,0.0287874469044093,-1.24918594752867
"ENSMUSG00000007908","ENSMUSG00000007908","3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1 [Source:MGI Symbol;Acc:MGI:2446108]","Hmgcll1","9","protein_coding",-0.127841944953731,3.26593045881065,-3.45377593668836,0.000942477178945918,0.0287874469044093,-0.945355129736877
"ENSMUSG00000028034","ENSMUSG00000028034","far upstream element (FUSE) binding protein 1 [Source:MGI Symbol;Acc:MGI:1196294]","Fubp1","3","protein_coding",-0.117271712124739,6.83881140679348,-3.45307366024418,0.000944573133036525,0.0287874469044093,-1.29283907485765
"ENSMUSG00000046410","ENSMUSG00000046410","potassium inwardly-rectifying channel, subfamily K, member 6 [Source:MGI Symbol;Acc:MGI:1891291]","Kcnk6","7","protein_coding",-0.245112780582666,1.89809645875958,-3.45163809678539,0.000948871321965737,0.0288239138493471,-0.780991197681857
"ENSMUSG00000028188","ENSMUSG00000028188","spermatogenesis associated 1 [Source:MGI Symbol;Acc:MGI:1918201]","Spata1","3","protein_coding",-0.244188316901814,0.522355011544854,-3.45139317588267,0.000949606479562516,0.0288239138493471,-0.792249077569399
"ENSMUSG00000031570","ENSMUSG00000031570","phospholipid phosphatase 5 [Source:MGI Symbol;Acc:MGI:1919160]","Plpp5","8","protein_coding",-0.103153733710885,4.30642836561688,-3.44815292622119,0.000959383315435425,0.0290508414546302,-1.14669375334401
"ENSMUSG00000059326","ENSMUSG00000059326","colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:MGI Symbol;Acc:MGI:1339754]","Csf2ra","19","protein_coding",-0.161243828601715,5.44974378100892,-3.44787837163051,0.000960949630812061,0.0290508414546302,-1.28100985795231
"ENSMUSG00000015659","ENSMUSG00000015659","serine active site containing 1 [Source:MGI Symbol;Acc:MGI:2447813]","Serac1","17","protein_coding",-0.103917309077691,4.58300411203822,-3.44465482741839,0.000970045017860016,0.0290991062095877,-1.19592497190463
"ENSMUSG00000021815","ENSMUSG00000021815","MSS51 mitochondrial translational activator [Source:MGI Symbol;Acc:MGI:1922093]","Mss51","14","protein_coding",-0.34019414784711,-0.997042379476265,-3.44357012877506,0.000973373722236286,0.029133346965339,-1.12388134827328
"ENSMUSG00000056999","ENSMUSG00000056999","insulin degrading enzyme [Source:MGI Symbol;Acc:MGI:96412]","Ide","19","protein_coding",-0.357304193917952,5.14057500642247,-3.44014077668761,0.000986671578537613,0.0293698012596025,-1.28285238501117
"ENSMUSG00000043411","ENSMUSG00000043411","ubiquitin specific peptidase 48 [Source:MGI Symbol;Acc:MGI:2158502]","Usp48","4","protein_coding",-0.0682599989699364,6.96489351039473,-3.43861354596107,0.000988722345706366,0.0293698012596025,-1.33288311713614
"ENSMUSG00000031099","ENSMUSG00000031099","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 [Source:MGI Symbol;Acc:MGI:1935127]","Smarca1","X","protein_coding",-0.169078970185072,4.8415593213935,-3.4380569107336,0.000990893918319427,0.0293698012596025,-1.23287154461943
"ENSMUSG00000037112","ENSMUSG00000037112","salt inducible kinase 2 [Source:MGI Symbol;Acc:MGI:2445031]","Sik2","9","protein_coding",-0.102113066327548,4.41050063187715,-3.43540502652857,0.000998779620396002,0.0294388396562852,-1.22165219737413
"ENSMUSG00000022911","ENSMUSG00000022911","ADP-ribosylation factor-like 13B [Source:MGI Symbol;Acc:MGI:1915396]","Arl13b","16","protein_coding",-0.118236833282012,3.31644147109742,-3.43465139415072,0.0010011559105236,0.0294388396562852,-0.998751942815482
"ENSMUSG00000066842","ENSMUSG00000066842","hemicentin 1 [Source:MGI Symbol;Acc:MGI:2685047]","Hmcn1","1","protein_coding",-0.18745671392213,3.12834001794075,-3.43435143652009,0.00100210319810661,0.0294388396562852,-0.985946030257405
"ENSMUSG00000028556","ENSMUSG00000028556","dedicator of cytokinesis 7 [Source:MGI Symbol;Acc:MGI:1914549]","Dock7","4","protein_coding",-0.121292798139086,5.37919080576331,-3.43401276337687,0.00100317377065012,0.0294388396562852,-1.3155921001307
"ENSMUSG00000041685","ENSMUSG00000041685","FCH domain only 2 [Source:MGI Symbol;Acc:MGI:3505790]","Fcho2","13","protein_coding",-0.110388138304477,5.23607725176935,-3.43301782348144,0.00100632511257106,0.029466262978082,-1.30848393198823
"ENSMUSG00000028979","ENSMUSG00000028979","mannan-binding lectin serine peptidase 2 [Source:MGI Symbol;Acc:MGI:1330832]","Masp2","4","protein_coding",-0.313150764766563,-0.408387287343258,-3.43207662460451,0.00100931485006328,0.029466262978082,-1.0104729370957
"ENSMUSG00000031072","ENSMUSG00000031072","ABCE maturation factor [Source:MGI Symbol;Acc:MGI:1919534]","LTO1","7","protein_coding",-0.0778240849577467,3.92434129041616,-3.43186390856267,0.00100999170939849,0.029466262978082,-1.11628037648873
"ENSMUSG00000030406","ENSMUSG00000030406","gastric inhibitory polypeptide receptor [Source:MGI Symbol;Acc:MGI:1352753]","Gipr","7","protein_coding",-0.288318934092919,1.42991350296204,-3.43059234117487,0.00101404677682132,0.0295272341506595,-0.819587385043874
"ENSMUSG00000048787","ENSMUSG00000048787","DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2679003]","Dcun1d3","7","protein_coding",-0.0892132901740208,3.9753812062636,-3.42792583129317,0.00102260039399769,0.0296167964591666,-1.1572035189527
"ENSMUSG00000056228","ENSMUSG00000056228","cysteinyl-tRNA synthetase 2 (mitochondrial)(putative) [Source:MGI Symbol;Acc:MGI:1919191]","Cars2","8","protein_coding",-0.119022076067036,3.82587707021315,-3.42779056991407,0.00102303609732496,0.0296167964591666,-1.08965120828239
"ENSMUSG00000027297","ENSMUSG00000027297","leukocyte tyrosine kinase [Source:MGI Symbol;Acc:MGI:96840]","Ltk","2","protein_coding",-0.28661364114576,4.69459938722816,-3.42703781701538,0.00102824511079284,0.0297103515185816,-1.30435759530703
"ENSMUSG00000039456","ENSMUSG00000039456","microrchidia 3 [Source:MGI Symbol;Acc:MGI:2136841]","Morc3","16","protein_coding",-0.0775491960790715,4.66759842429245,-3.42058262849582,0.00104650978728079,0.0300434277187085,-1.26799019919128
"ENSMUSG00000020263","ENSMUSG00000020263","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:MGI Symbol;Acc:MGI:2384914]","Appl2","10","protein_coding",-0.118236607633106,6.63080233081978,-3.41856085947076,0.00105318482604687,0.0300838441280498,-1.39797931862875
"ENSMUSG00000028645","ENSMUSG00000028645","solute carrier family 2 (facilitated glucose transporter), member 1 [Source:MGI Symbol;Acc:MGI:95755]","Slc2a1","4","protein_coding",-0.195947513719929,6.36255845152352,-3.41720360732524,0.00106043445199917,0.0301852979697025,-1.40416480259257
"ENSMUSG00000052512","ENSMUSG00000052512","neuron navigator 2 [Source:MGI Symbol;Acc:MGI:2183691]","Nav2","7","protein_coding",-0.111721869366938,6.92744969961989,-3.41495107396001,0.0010652029931222,0.0302283586849963,-1.40267620836469
"ENSMUSG00000050471","ENSMUSG00000050471","family with sequence similarity 118, member B [Source:MGI Symbol;Acc:MGI:1924483]","Fam118b","9","protein_coding",-0.119191709206825,3.81386158122453,-3.41462602610673,0.00106629152100153,0.0302283586849963,-1.12611410424896
"ENSMUSG00000028456","ENSMUSG00000028456","unc-13 homolog B [Source:MGI Symbol;Acc:MGI:1342278]","Unc13b","4","protein_coding",-0.139468718340478,6.42464009239036,-3.41302815799829,0.00107165779862295,0.0303232738687566,-1.41372732278101
"ENSMUSG00000023980","ENSMUSG00000023980","TATA-box binding protein associated factor 8 [Source:MGI Symbol;Acc:MGI:1926879]","Taf8","17","protein_coding",-0.0845534546136326,4.2447120449634,-3.41112320091984,0.00107808874644918,0.0304479011567649,-1.22789892386173
"ENSMUSG00000039634","ENSMUSG00000039634","zinc finger protein 189 [Source:MGI Symbol;Acc:MGI:2444707]","Zfp189","4","protein_coding",-0.247701038228012,3.90944629611263,-3.40974892698456,0.00108275078027119,0.0304796903575721,-0.996972085609806
"ENSMUSG00000059436","ENSMUSG00000059436","Max protein [Source:MGI Symbol;Acc:MGI:96921]","Max","12","protein_coding",-0.0494391261681955,5.61717953891053,-3.40959576936639,0.00108327152418925,0.0304796903575721,-1.40302779004809
"ENSMUSG00000021891","ENSMUSG00000021891","methyltransferase like 6 [Source:MGI Symbol;Acc:MGI:1914261]","Mettl6","14","protein_coding",-0.0838093062753917,3.84527003115089,-3.40886750719154,0.00108575089253969,0.0304923498325399,-1.17179122743685
"ENSMUSG00000002396","ENSMUSG00000002396","occludin/ELL domain containing 1 [Source:MGI Symbol;Acc:MGI:1924340]","Ocel1","8","protein_coding",-0.0860520284883428,4.09382272735326,-3.40597664608497,0.00109564580133177,0.0307128323974063,-1.23544158501388
"ENSMUSG00000068917","ENSMUSG00000068917","CDC-like kinase 2 [Source:MGI Symbol;Acc:MGI:1098669]","Clk2","3","protein_coding",-0.0848022051093853,5.46706170929412,-3.40135281328262,0.00111164963374171,0.0310763088464138,-1.4154323423245
"ENSMUSG00000031796","ENSMUSG00000031796","cilia and flagella associated protein 20 [Source:MGI Symbol;Acc:MGI:107428]","Cfap20","8","protein_coding",-0.0713623583561684,5.04725017937062,-3.39987845517898,0.0011167988738039,0.0310763088464138,-1.38321130507332
"ENSMUSG00000039801","ENSMUSG00000039801","ciliogenesis and planar polarity effector 1 [Source:MGI Symbol;Acc:MGI:1920942]","Cplane1","15","protein_coding",-0.102777499801824,6.26403143371352,-3.39985366616959,0.00111688564240023,0.0310763088464138,-1.45295388720987
"ENSMUSG00000035597","ENSMUSG00000035597","pre-mRNA processing factor 39 [Source:MGI Symbol;Acc:MGI:104602]","Prpf39","12","protein_coding",-0.138108468904579,5.31592910461567,-3.39696960374507,0.00112702425386455,0.0313004425403231,-1.41743486470302
"ENSMUSG00000025138","ENSMUSG00000025138","sirtuin 7 [Source:MGI Symbol;Acc:MGI:2385849]","Sirt7","11","protein_coding",-0.0932015676611551,5.55036217875863,-3.39449620050538,0.00113578839939793,0.0314247783371905,-1.44477358250104
"ENSMUSG00000029655","ENSMUSG00000029655","NEDD4 binding protein 2-like 2 [Source:MGI Symbol;Acc:MGI:2687207]","N4bp2l2","5","protein_coding",-0.105723063495379,5.16194784093923,-3.39282465489763,0.00114174767411023,0.0314247783371905,-1.40626946606439
"ENSMUSG00000034206","ENSMUSG00000034206","polymerase (DNA directed), theta [Source:MGI Symbol;Acc:MGI:2155399]","Polq","16","protein_coding",-0.196679099932409,2.2096160763835,-3.3920616417452,0.00114447771586752,0.0314247783371905,-0.964307139566299
"ENSMUSG00000029387","ENSMUSG00000029387","general transcription factor IIH, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1277143]","Gtf2h3","5","protein_coding",-0.0855583597060692,4.09517424077168,-3.39178235222602,0.0011454785465721,0.0314247783371905,-1.25286356854995
"ENSMUSG00000025049","ENSMUSG00000025049","TATA-box binding protein associated factor 5 [Source:MGI Symbol;Acc:MGI:2442144]","Taf5","19","protein_coding",-0.131076721127205,2.86930779837932,-3.39160153766266,0.00114612693399738,0.0314247783371905,-1.04971886615861
"ENSMUSG00000110105","ENSMUSG00000110105","predicted gene 45844 [Source:MGI Symbol;Acc:MGI:5804959]","Gm45844","7","protein_coding",-0.237612003839809,0.827668036632023,-3.38975400004538,0.0011527719521805,0.0315489955947396,-0.933457887876655
"ENSMUSG00000030766","ENSMUSG00000030766","Rho GTPase activating protein 17 [Source:MGI Symbol;Acc:MGI:1917747]","Arhgap17","7","protein_coding",-0.110342821500219,4.62990382664508,-3.38865281445115,0.00115674985551027,0.0315549240473365,-1.32990476617947
"ENSMUSG00000036990","ENSMUSG00000036990","OTU domain containing 4 [Source:MGI Symbol;Acc:MGI:1098801]","Otud4","8","protein_coding",-0.0781396525651568,6.0079310531072,-3.38853149613765,0.00115718889518019,0.0315549240473365,-1.47710693090282
"ENSMUSG00000042320","ENSMUSG00000042320","prospero homeobox 2 [Source:MGI Symbol;Acc:MGI:1920672]","Prox2","12","protein_coding",-0.174283777656477,1.38142940518356,-3.38673558496843,0.00116370655734169,0.0316751648986575,-0.932978438443794
"ENSMUSG00000034161","ENSMUSG00000034161","scleraxis [Source:MGI Symbol;Acc:MGI:102934]","Scx","15","protein_coding",-0.247579103254266,1.19836989049744,-3.38064539086258,0.00118606781292452,0.0321132021200752,-0.947966873143176
